make_model,Price,Registration Date,COE Remaining,Manufactured,Mileage,No. of Owners,Transmission,Engine Capacity,fuel_type,COE,OMV,Paper Value,Depreciation,Type
HONDA VEZEL HYBRID 1.5A X,"$83,800   ",14-May-2018,6yrs 11mths 24days,2017,"34,000 km",1,Auto,"1,496 cc",Petrol-Electric,"$39,903","$23,979","$39,567","$10,880 / year",SUV
BMW 3 SERIES 320I EFFICIENT DYNAMICS,"$66,800   ",03-Feb-2015,3yrs 8mths 14days,2014,"85,000 km",2,Auto,"1,598 cc",,"$76,889","$34,947","$48,646","$13,830 / year",Luxury Sedan
NISSAN QASHQAI 2.0A,"$68,500   ",31-Mar-2017,5yrs 10mths 11days,2017,"43,000 km",1,Auto,"1,997 cc",,"$53,300","$19,507","$45,895","$10,020 / year",SUV
MITSUBISHI OUTLANDER 2.0A,"$96,500   ",22-Nov-2018,7yrs 6mths 2days,2018,"43,388 km",2,Auto,"1,998 cc",,"$31,302","$19,467","$38,124","$11,550 / year",SUV
SUZUKI SWIFT 1.2A XG (COE TILL 01/2024),"$21,400   ",08-Jan-2009,2yrs 7mths 19days,2008,"154,000 km",6,Auto,"1,242 cc",,"$13,024","$10,907","$3,436","$8,110 / year",Hatchback
VOLKSWAGEN GOLF SPORT 1.4A TSI (COE TILL 02/2031),"$80,800   ",07-Mar-2011,9yrs 9mths 9days,2010,"80,800 km",1,Auto,"1,390 cc",,"$39,844","$26,915","$38,993","$8,260 / year",Hatchback
BMW 1 SERIES 116D,"$93,800   ",27-Apr-2018,6yrs 11mths 7days,2018,"12,000 km",3,Auto,"1,496 cc",Diesel,"$37,000","$28,248","$49,348","$11,240 / year",Hatchback
BMW 5 SERIES 528I,"$84,800   ",02-Apr-2014,2yrs 10mths 13days,2013,"120,000 km",3,Auto,"1,997 cc",,"$84,001","$53,265","$61,845","$18,580 / year",Luxury Sedan
MAZDA 3 1.5A SUNROOF,"$56,800   ",29-Nov-2016,5yrs 6mths 9days,2016,"67,000 km",1,Auto,"1,496 cc",,"$50,991","$17,091","$37,274","$9,180 / year",Mid-Sized Sedan
HONDA VEZEL HYBRID 1.5A X HONDA SENSING,"$63,999   ",11-Nov-2016,5yrs 5mths 22days,2016,"68,000 km",2,Auto,"1,496 cc",Petrol-Electric,"$56,206","$30,293","$34,563","$11,220 / year",SUV
HONDA VEZEL HYBRID 1.5A X HONDA SENSING,"$60,800   ",14-Jul-2016,5yrs 1mth 24days,2016,"52,000 km",2,Auto,"1,496 cc",Petrol-Electric,"$49,602","$23,753","$29,312","$11,310 / year",SUV
NISSAN X-TRAIL 2.0A PREMIUM 7-SEATER SUNROOF,"$73,800   ",15-Jul-2016,5yrs 1mth 25days,2016,"78,000 km",2,Auto,"1,997 cc",,"$57,010","$22,509","$47,030","$12,030 / year",SUV
FERRARI CALIFORNIA 4.3A (COE TILL 03/2030),"$308,000   ",23-Mar-2010,8yrs 10mths 3days,2010,"51,000 km",6,Auto,"4,297 cc",,"$35,416","$263,919","$31,331","$34,820 / year",Sports Car
MERCEDES-BENZ A-CLASS A180,"$67,800   ",23-Oct-2015,4yrs 5mths 3days,2015,"99,000 km",2,Auto,"1,595 cc",,"$57,498","$22,209","$38,138","$13,260 / year",Hatchback
HONDA HR-V 1.5A DX,"$85,800   ",18-Feb-2019,7yrs 8mths 29days,2018,"35,560 km",1,Auto,"1,496 cc",,"$23,568","$20,293","$33,588","$9,750 / year",SUV
BMW 4 SERIES 420I GRAN COUPE M-SPORT,"$115,888   ",02-Aug-2016,5yrs 2mths 13days,2016,"58,000 km",1,Auto,"1,998 cc",,"$57,508","$38,478","$60,588","$18,340 / year",Luxury Sedan
SUBARU IMPREZA 4D 2.0I-S EYESIGHT,"$72,800   ",29-Aug-2018,7yrs 3mths 9days,2018,"73,000 km",1,Auto,"1,995 cc",,"$31,000","$14,815","$33,686","$8,980 / year",Mid-Sized Sedan
HONDA VEZEL HYBRID 1.5A X HONDA SENSING,"$60,800   ",14-Jul-2016,5yrs 1mth 24days,2016,"52,000 km",2,Auto,"1,496 cc",Petrol-Electric,"$49,602","$23,753","$29,312","$11,310 / year",SUV
NISSAN X-TRAIL 2.0A PREMIUM 7-SEATER SUNROOF,"$73,800   ",15-Jul-2016,5yrs 1mth 25days,2016,"78,000 km",2,Auto,"1,997 cc",,"$57,010","$22,509","$47,030","$12,030 / year",SUV
FERRARI CALIFORNIA 4.3A (COE TILL 03/2030),"$308,000   ",23-Mar-2010,8yrs 10mths 3days,2010,"51,000 km",6,Auto,"4,297 cc",,"$35,416","$263,919","$31,331","$34,820 / year",Sports Car
HONDA FREED 1.5A G (COE TILL 07/2029),"$55,800   ",02-Mar-2010,8yrs 2mths 12days,2008,"140,000 km",4,Auto,"1,496 cc",,"$30,512","$20,607","$25,037","$6,800 / year",MPV
MERCEDES-BENZ C-CLASS C180 CGI (COE TILL 06/2030),"$63,800   ",23-Jun-2010,9yrs 1mth 3days,2010,"208,490 km",3,Auto,"1,796 cc",,"$33,568","$38,917","$30,542","$7,010 / year",Luxury Sedan
HONDA VEZEL HYBRID 1.5A X HONDA SENSING,"$74,800   ",06-Dec-2017,6yrs 6mths 16days,2017,"30,688 km",1,Auto,"1,496 cc",Petrol-Electric,"$57,390","$25,154","$41,344","$11,040 / year",SUV
MAZDA 2 1.5A SP,"$48,800   ",25-Apr-2016,4yrs 11mths 5days,2015,"68,000 km",1,Auto,"1,496 cc",,"$46,009","$14,144","$29,103","$8,960 / year",Mid-Sized Sedan
MERCEDES-BENZ E-CLASS E250 CGI,"$55,800   ",21-Jan-2013,1yr 8mths 1day,2012,"71,000 km",2,Auto,"1,796 cc",,"$87,000","$52,184","$43,265","$17,750 / year",Luxury Sedan
BMW 3 SERIES 316I,"$75,000   ",10-Sep-2014,3yrs 3mths 21days,2014,"75,408 km",2,Auto,"1,598 cc",,"$74,403","$29,626","$39,905","$19,100 / year",Luxury Sedan
VOLKSWAGEN GOLF R 5DR SUNROOF (COE TILL 11/2030),"$162,000   ",17-Nov-2020,9yrs 5mths 28days,2019,"17,000 km",1,Auto,"1,984 cc",,"$40,690","$20,806","$38,661","$17,050 / year",Sports Car
FERRARI 488 GTB,"$880,000   ",08-Apr-2019,7yrs 10mths 19days,2019,"6,000 km",1,Auto,"3,902 cc",,"$36,961","$260,195","$359,427","$83,620 / year",Sports Car
MINI ONE 1.5A 5DR,"$101,800   ",21-Dec-2018,7yrs 7mths 1day,2018,"14,000 km",2,Auto,"1,499 cc",,"$30,209","$25,634","$36,358","$12,230 / year",Hatchback
HONDA CIVIC 1.6A VTI (COE TILL 02/2028),"$45,800   ",28-Feb-2008,6yrs 9mths 8days,2008,"136,720 km",4,Auto,"1,595 cc",,"$42,122","$19,551","$28,562","$6,750 / year",Mid-Sized Sedan
PORSCHE MACAN S 3.0A PDK,"$183,888   ",24-Jul-2015,4yrs 2mths 4days,2015,"68,888 km",1,Auto,"2,997 cc",,"$58,109","$76,264","$100,788","$30,910 / year",SUV
SUZUKI SWIFT MILD HYBRID 1.2A RS,"$92,988   ",30-Apr-2021,9yrs 11mths 10days,2019,88 km,1,Auto,"1,242 cc",,"$49,640","$20,436","$53,603","$9,060 / year",Hatchback
MAZDA CX-9 2.5A TURBO,"$168,000   ",30-Sep-2020,9yrs 4mths 10days,2019,"8,000 km",1,Auto,"2,488 cc",,"$41,001","$35,619","$69,818","$15,700 / year",SUV
PORSCHE CAYENNE 3.6A TIP,"$129,800   ",01-Nov-2013,2yrs 5mths 12days,2013,"68,000 km",3,Auto,"3,598 cc",,"$87,910","$78,862","$89,927","$29,700 / year",SUV
MERCEDES-BENZ E-CLASS E250 CGI,"$55,800   ",21-Jan-2013,1yr 8mths 1day,2012,"71,000 km",2,Auto,"1,796 cc",,"$87,000","$52,184","$43,265","$17,750 / year",Luxury Sedan
BMW 3 SERIES 316I,"$75,000   ",10-Sep-2014,3yrs 3mths 21days,2014,"75,408 km",2,Auto,"1,598 cc",,"$74,403","$29,626","$39,905","$19,100 / year",Luxury Sedan
VOLKSWAGEN GOLF R 5DR SUNROOF (COE TILL 11/2030),"$162,000   ",17-Nov-2020,9yrs 5mths 28days,2019,"17,000 km",1,Auto,"1,984 cc",,"$40,690","$20,806","$38,661","$17,050 / year",Sports Car
FERRARI 488 GTB,"$880,000   ",08-Apr-2019,7yrs 10mths 19days,2019,"6,000 km",1,Auto,"3,902 cc",,"$36,961","$260,195","$359,427","$83,620 / year",Sports Car
MINI ONE 1.5A 5DR,"$101,800   ",21-Dec-2018,7yrs 7mths 1day,2018,"14,000 km",2,Auto,"1,499 cc",,"$30,209","$25,634","$36,358","$12,230 / year",Hatchback
HONDA CIVIC 1.6A VTI (COE TILL 02/2028),"$45,800   ",28-Feb-2008,6yrs 9mths 8days,2008,"136,720 km",4,Auto,"1,595 cc",,"$42,122","$19,551","$28,562","$6,750 / year",Mid-Sized Sedan
MAZDA CX-5 2.0A,"$105,800   ",28-Dec-2018,7yrs 7mths 8days,2018,"36,388 km",1,Auto,"1,998 cc",,"$32,900","$23,599","$43,828","$12,250 / year",SUV
MAZDA 6 2.0A EXECUTIVE,"$70,800   ",15-Feb-2017,5yrs 8mths 26days,2016,"91,000 km",1,Auto,"1,998 cc",,"$48,209","$23,311","$46,174","$10,180 / year",Luxury Sedan
BMW 5 SERIES 523I HIGHLINE (COE TILL 04/2031),"$87,800   ",17-Jun-2011,9yrs 11mths 11days,2011,"113,973 km",3,Auto,"2,497 cc",,"$47,316","$49,182","$47,096","$8,820 / year",Luxury Sedan
BMW 6 SERIES 640I GRAN COUPE M-SPORT,"$119,900   ",28-Jun-2013,2yrs 1mth 8days,2013,"139,890 km",3,Auto,"2,979 cc",,"$83,001","$83,203","$90,547","$28,010 / year",Luxury Sedan
TOYOTA CAMRY HYBRID 2.5A ASCENT,"$134,988   ",05-May-2021,9yrs 11mths 15days,2020,652 km,1,Auto,"2,487 cc",Petrol-Electric,"$47,806","$31,467","$63,426","$12,490 / year",Luxury Sedan
PORSCHE CAYMAN S 3.4A PDK (COE TILL 04/2031),"$155,800   ",03-Jun-2011,9yrs 11mths 11days,2010,"128,000 km",4,Auto,"3,436 cc",,"$47,316","$86,327","$47,096","$15,650 / year",Sports Car
LAMBORGHINI GALLARDO LP560-4,"$308,000   ",12-Oct-2012,1yr 4mths 22days,2012,"20,200 km",2,Auto,"5,204 cc",,"$86,999","$233,420","$140,537","$136,900 / year",Sports Car
BMW M SERIES M3 COUPE COMPETITION PACKAGE (COE TILL 06/2030),"$160,000   ",11-Mar-2011,9yrs 1mth 11days,2010,"158,000 km",More than 6,Auto,"3,999 cc",,"$33,568","$86,251","$30,616","$17,540 / year",Sports Car
TOYOTA CAMRY HYBRID 2.5A ASCENT SPORT BLACK EDITION,"$145,988   ",05-May-2021,9yrs 11mths 15days,2020,652 km,1,Auto,"2,487 cc",Petrol-Electric,"$52,200","$33,610","$70,055","$13,440 / year",Luxury Sedan
NISSAN QASHQAI 1.2A DIG-T,"$53,800   ",07-Apr-2016,4yrs 10mths 18days,2016,"136,000 km",2,Auto,"1,197 cc",,"$45,504","$18,974","$32,010","$9,580 / year",SUV
BMW 7 SERIES 740LI M-SPORT,"$408,800   ",27-Dec-2019,8yrs 7mths 7days,2019,"15,000 km",1,Auto,"2,998 cc",,"$40,101","$99,358","$147,665","$38,720 / year",Luxury Sedan
HONDA CIVIC 1.5A VTEC TURBO SUNROOF,"$83,300   ",05-Dec-2016,5yrs 6mths 15days,2016,"106,791 km",1,Auto,"1,498 cc",,"$55,501","$26,990","$49,381","$12,780 / year",Mid-Sized Sedan
VOLKSWAGEN GOLF GTI 5DR (COE TILL 08/2029),"$72,000   ",12-Aug-2009,8yrs 2mths 23days,2009,"123,450 km",4,Auto,"1,984 cc",,"$39,936","$31,592","$32,890","$8,740 / year",Sports Car
NISSAN LATIO 1.5A (COE TILL 10/2022),"$11,800   ",18-Oct-2007,1yr 4mths 28days,2007,"145,000 km",1,Auto,"1,498 cc",,"$21,282","$13,516","$3,009","$8,350 / year",Mid-Sized Sedan
SUZUKI SWIFT 1.4A GLX (COE TILL 04/2026),"$37,800   ",28-Jul-2011,4yrs 11mths 11days,2011,"112,200 km",3,Auto,"1,372 cc",,"$21,142","$13,304","$10,467","$7,640 / year",Hatchback
MERCEDES-BENZ CLA-CLASS CLA200 AMG LINE PREMIUM PLUS,"$168,800   ",25-Oct-2019,8yrs 5mths 5days,2019,"25,700 km",1,Auto,"1,332 cc",,"$41,805","$43,525","$74,978","$16,870 / year",Luxury Sedan
TOYOTA CAMRY HYBRID 2.5A ASCENT SPORT BLACK EDITION,"$145,988   ",05-May-2021,9yrs 11mths 15days,2020,652 km,1,Auto,"2,487 cc",Petrol-Electric,"$52,200","$33,610","$70,055","$13,440 / year",Luxury Sedan
NISSAN QASHQAI 1.2A DIG-T,"$53,800   ",07-Apr-2016,4yrs 10mths 18days,2016,"136,000 km",2,Auto,"1,197 cc",,"$45,504","$18,974","$32,010","$9,580 / year",SUV
BMW M SERIES M3 COUPE COMPETITION PACKAGE (COE TILL 06/2030),"$160,000   ",11-Mar-2011,9yrs 1mth 11days,2010,"158,000 km",More than 6,Auto,"3,999 cc",,"$33,568","$86,251","$30,616","$17,540 / year",Sports Car
TOYOTA CAMRY HYBRID 2.5A ASCENT SPORT BLACK EDITION,"$145,988   ",05-May-2021,9yrs 11mths 15days,2020,652 km,1,Auto,"2,487 cc",Petrol-Electric,"$52,200","$33,610","$70,055","$13,440 / year",Luxury Sedan
BMW 2 SERIES 216I GRAN TOURER,"$111,800   ",28-Dec-2018,7yrs 7mths 8days,2018,"34,176 km",1,Auto,"1,499 cc",,"$25,501","$31,412","$46,398","$12,320 / year",MPV
HONDA JAZZ 1.5A RS,"$80,800   ",30-Jul-2019,8yrs 2mths 10days,2019,"51,259 km",1,Auto,"1,498 cc",,"$26,667","$16,897","$34,540","$8,820 / year",Hatchback
BMW 7 SERIES 730LI (COE TILL 06/2026),"$45,300   ",28-Sep-2006,5yrs 1mth 11days,2006,"11,600 km",2,Auto,"2,996 cc",,"$48,479","$85,285","$24,811","$8,850 / year",Luxury Sedan
SUBARU FORESTER 2.0I-L EYESIGHT,"$118,800   ",06-Apr-2020,8yrs 10mths 17days,2019,"9,435 km",1,Auto,"1,995 cc",,"$37,989","$16,322","$45,994","$12,450 / year",SUV
MAZDA 6 2.0A EXECUTIVE,"$70,800   ",15-Feb-2017,5yrs 8mths 26days,2016,"91,000 km",1,Auto,"1,998 cc",,"$48,209","$23,311","$46,174","$10,180 / year",Luxury Sedan
BMW 5 SERIES 523I HIGHLINE (COE TILL 04/2031),"$87,800   ",17-Jun-2011,9yrs 11mths 11days,2011,"113,973 km",3,Auto,"2,497 cc",,"$47,316","$49,182","$47,096","$8,820 / year",Luxury Sedan
BMW 6 SERIES 640I GRAN COUPE M-SPORT,"$119,900   ",28-Jun-2013,2yrs 1mth 8days,2013,"139,890 km",3,Auto,"2,979 cc",,"$83,001","$83,203","$90,547","$28,010 / year",Luxury Sedan
TOYOTA CAMRY HYBRID 2.5A ASCENT,"$134,988   ",05-May-2021,9yrs 11mths 15days,2020,652 km,1,Auto,"2,487 cc",Petrol-Electric,"$47,806","$31,467","$63,426","$12,490 / year",Luxury Sedan
PORSCHE CAYMAN S 3.4A PDK (COE TILL 04/2031),"$155,800   ",03-Jun-2011,9yrs 11mths 11days,2010,"128,000 km",4,Auto,"3,436 cc",,"$47,316","$86,327","$47,096","$15,650 / year",Sports Car
LAMBORGHINI GALLARDO LP560-4,"$308,000   ",12-Oct-2012,1yr 4mths 22days,2012,"20,200 km",2,Auto,"5,204 cc",,"$86,999","$233,420","$140,537","$136,900 / year",Sports Car
BMW M SERIES M3 COUPE COMPETITION PACKAGE (COE TILL 06/2030),"$160,000   ",11-Mar-2011,9yrs 1mth 11days,2010,"158,000 km",More than 6,Auto,"3,999 cc",,"$33,568","$86,251","$30,616","$17,540 / year",Sports Car
TOYOTA CAMRY HYBRID 2.5A ASCENT SPORT BLACK EDITION,"$145,988   ",05-May-2021,9yrs 11mths 15days,2020,652 km,1,Auto,"2,487 cc",Petrol-Electric,"$52,200","$33,610","$70,055","$13,440 / year",Luxury Sedan
TOYOTA HARRIER 2.0A PREMIUM TURBO PANORAMIC,"$110,800   ",26-Jan-2018,6yrs 8mths 6days,2017,"67,000 km",1,Auto,"1,998 cc",,"$47,390","$36,451","$63,980","$13,350 / year",SUV
KIA CERATO K3 1.6A,"$58,800   ",19-May-2017,5yrs 11mths 29days,2017,"66,000 km",1,Auto,"1,591 cc",,"$51,600","$12,044","$39,993","$8,800 / year",Mid-Sized Sedan
BMW 7 SERIES 730LI SUNROOF (COE TILL 01/2031),"$131,000   ",29-Apr-2011,9yrs 8mths 12days,2011,"50,000 km",2,Auto,"2,996 cc",,"$42,683","$74,553","$41,443","$13,490 / year",Luxury Sedan
VOLKSWAGEN TOURAN SPORT 1.4A TSI (COE TILL 04/2025),"$31,588   ",08-Sep-2010,3yrs 11mths 11days,2010,"127,949 km",4,Auto,"1,390 cc",,"$16,438","$26,540","$6,494","$8,000 / year",MPV
NISSAN X-TRAIL 2.0A PREMIUM 7-SEATER SUNROOF,"$101,800   ",15-Oct-2018,7yrs 4mths 25days,2018,"15,881 km",1,Auto,"1,997 cc",,"$31,301","$24,057","$42,457","$12,000 / year",SUV
AUDI A4 1.4A TFSI S-TRONIC,"$103,800   ",28-Apr-2017,5yrs 11mths 8days,2017,"57,000 km",1,Auto,"1,395 cc",,"$54,405","$32,079","$52,513","$15,200 / year",Luxury Sedan
BMW M SERIES M3 COUPE COMPETITION PACKAGE (COE TILL 06/2030),"$160,000   ",11-Mar-2011,9yrs 1mth 11days,2010,"158,000 km",More than 6,Auto,"3,999 cc",,"$33,568","$86,251","$30,616","$17,540 / year",Sports Car
TOYOTA CAMRY HYBRID 2.5A ASCENT SPORT BLACK EDITION,"$145,988   ",05-May-2021,9yrs 11mths 15days,2020,652 km,1,Auto,"2,487 cc",Petrol-Electric,"$52,200","$33,610","$70,055","$13,440 / year",Luxury Sedan
HONDA FREED HYBRID 1.5A G WELCAB,"$118,000   ",22-Nov-2019,8yrs 6mths 2days,2019,20 km,1,Auto,"1,496 cc",Petrol-Electric,"$39,700","$26,799","$55,944","$12,120 / year",MPV
PORSCHE PANAMERA 3.6A PDK,"$138,800   ",12-Apr-2013,1yr 10mths 23days,2012,"68,288 km",2,Auto,"3,605 cc",,"$96,101","$105,427","$76,205","$45,410 / year",Sports Car
HONDA FREED 1.5A G (COE TILL 07/2029),"$55,800   ",02-Mar-2010,8yrs 2mths 12days,2008,"140,000 km",4,Auto,"1,496 cc",,"$30,512","$20,607","$25,037","$6,800 / year",MPV
MERCEDES-BENZ C-CLASS C180 CGI (COE TILL 06/2030),"$63,800   ",23-Jun-2010,9yrs 1mth 3days,2010,"208,490 km",3,Auto,"1,796 cc",,"$33,568","$38,917","$30,542","$7,010 / year",Luxury Sedan
HONDA VEZEL HYBRID 1.5A X HONDA SENSING,"$74,800   ",06-Dec-2017,6yrs 6mths 16days,2017,"30,688 km",1,Auto,"1,496 cc",Petrol-Electric,"$57,390","$25,154","$41,344","$11,040 / year",SUV
MAZDA 2 1.5A SP,"$48,800   ",25-Apr-2016,4yrs 11mths 5days,2015,"68,000 km",1,Auto,"1,496 cc",,"$46,009","$14,144","$29,103","$8,960 / year",Mid-Sized Sedan
MERCEDES-BENZ E-CLASS E250 CGI,"$55,800   ",21-Jan-2013,1yr 8mths 1day,2012,"71,000 km",2,Auto,"1,796 cc",,"$87,000","$52,184","$43,265","$17,750 / year",Luxury Sedan
BMW 3 SERIES 316I,"$75,000   ",10-Sep-2014,3yrs 3mths 21days,2014,"75,408 km",2,Auto,"1,598 cc",,"$74,403","$29,626","$39,905","$19,100 / year",Luxury Sedan
VOLKSWAGEN GOLF R 5DR SUNROOF (COE TILL 11/2030),"$162,000   ",17-Nov-2020,9yrs 5mths 28days,2019,"17,000 km",1,Auto,"1,984 cc",,"$40,690","$20,806","$38,661","$17,050 / year",Sports Car
KIA SORENTO 2.4A EX SUNROOF (COE TILL 09/2030),"$68,800   ",27-Oct-2010,9yrs 4mths 11days,2010,"133,000 km",4,Auto,"2,359 cc",,"$34,935","$24,506","$32,743","$7,340 / year",SUV
ROLLS-ROYCE WRAITH,"$1,250,000   ",25-Jun-2020,9yrs 1mth 5days,2019,"2,700 km",1,Auto,"6,592 cc",,"$37,500","$355,289","$492,781","$103,720 / year",Sports Car
RENAULT MEGANE RS 2.0T 250 (COE TILL 01/2031),"$86,888   ",17-Feb-2011,9yrs 8mths 12days,2010,"138,000 km",More than 6,Manual,"1,998 cc",,"$42,683","$28,276","$41,443","$8,950 / year",Sports Car
BMW 5 SERIES 523I (COE TILL 02/2027),"$48,800   ",15-Feb-2007,5yrs 8mths 26days,2006,"91,500 km",2,Auto,"2,497 cc",,"$52,077","$51,152","$29,919","$8,490 / year",Luxury Sedan
MASERATI GRANTURISMO 4.2A (COE TILL 01/2030),"$162,888   ",05-Jan-2010,8yrs 7mths 16days,2009,"68,000 km",4,Auto,"4,244 cc",,"$39,463","$116,721","$34,079","$18,860 / year",Sports Car
HONDA VEZEL 1.5A X,"$104,988   ",16-Oct-2020,9yrs 4mths 26days,2019,652 km,1,Auto,"1,496 cc",,"$36,534","$23,109","$45,157","$10,390 / year",SUV
BMW 3 SERIES 316I,"$75,000   ",10-Sep-2014,3yrs 3mths 21days,2014,"75,408 km",2,Auto,"1,598 cc",,"$74,403","$29,626","$39,905","$19,100 / year",Luxury Sedan
VOLKSWAGEN GOLF R 5DR SUNROOF (COE TILL 11/2030),"$162,000   ",17-Nov-2020,9yrs 5mths 28days,2019,"17,000 km",1,Auto,"1,984 cc",,"$40,690","$20,806","$38,661","$17,050 / year",Sports Car
LAMBORGHINI HURACAN LP610-4,"$720,000   ",11-Apr-2017,5yrs 10mths 22days,2015,"7,000 km",1,Auto,"5,204 cc",,"$54,501","$250,830","$349,754","$86,200 / year",Sports Car
KIA SELTOS 1.4A SX SUNROOF,"$116,000   ",30-Oct-2020,9yrs 5mths 10days,2020,"7,175 km",1,Auto,"1,353 cc",,"$40,990","$21,405","$55,219","$11,110 / year",SUV
BMW X3 SDRIVE20I XLINE,"$188,888   ",24-Jun-2019,8yrs 1mth 4days,2019,"17,808 km",1,Auto,"1,998 cc",,"$42,002","$43,354","$73,549","$20,060 / year",SUV
BMW M SERIES X3 M COMPETITION,"$386,888   ",26-Nov-2020,9yrs 6mths 6days,2019,"3,800 km",1,Auto,"2,993 cc",,"$39,889","$91,209","$140,131","$33,470 / year",SUV
HONDA FREED 1.5A G (COE TILL 07/2029),"$55,800   ",02-Mar-2010,8yrs 2mths 12days,2008,"140,000 km",4,Auto,"1,496 cc",,"$30,512","$20,607","$25,037","$6,800 / year",MPV
MERCEDES-BENZ C-CLASS C180 CGI (COE TILL 06/2030),"$63,800   ",23-Jun-2010,9yrs 1mth 3days,2010,"208,490 km",3,Auto,"1,796 cc",,"$33,568","$38,917","$30,542","$7,010 / year",Luxury Sedan
HONDA VEZEL HYBRID 1.5A X HONDA SENSING,"$74,800   ",06-Dec-2017,6yrs 6mths 16days,2017,"30,688 km",1,Auto,"1,496 cc",Petrol-Electric,"$57,390","$25,154","$41,344","$11,040 / year",SUV
MAZDA 2 1.5A SP,"$48,800   ",25-Apr-2016,4yrs 11mths 5days,2015,"68,000 km",1,Auto,"1,496 cc",,"$46,009","$14,144","$29,103","$8,960 / year",Mid-Sized Sedan
MAZDA 2 1.5A SP,"$48,800   ",25-Apr-2016,4yrs 11mths 5days,2015,"68,000 km",1,Auto,"1,496 cc",,"$46,009","$14,144","$29,103","$8,960 / year",Mid-Sized Sedan
MERCEDES-BENZ E-CLASS E250 CGI,"$55,800   ",21-Jan-2013,1yr 8mths 1day,2012,"71,000 km",2,Auto,"1,796 cc",,"$87,000","$52,184","$43,265","$17,750 / year",Luxury Sedan
BMW 3 SERIES 316I,"$75,000   ",10-Sep-2014,3yrs 3mths 21days,2014,"75,408 km",2,Auto,"1,598 cc",,"$74,403","$29,626","$39,905","$19,100 / year",Luxury Sedan
MASERATI GRANCABRIO SPORT 4.7A,"$215,000   ",06-May-2014,2yrs 11mths 16days,2013,"47,000 km",3,Auto,"4,691 cc",,"$84,001","$123,595","$141,584","$39,730 / year",Sports Car
VOLVO V60 CROSS COUNTRY T5,"$97,500   ",29-Aug-2017,6yrs 3mths 9days,2017,"56,800 km",1,Auto,"1,969 cc",,"$50,101","$31,565","$58,604","$12,650 / year",Stationwagon
HONDA HR-V 1.5A LX,"$65,800   ",04-Jan-2017,5yrs 7mths 15days,2016,"115,000 km",1,Auto,"1,496 cc",,"$48,000","$23,687","$42,146","$9,900 / year",SUV
MAZDA BIANTE 2.0A,"$70,800   ",30-Mar-2016,4yrs 10mths 10days,2015,"65,000 km",2,Auto,"1,998 cc",,"$48,002","$19,975","$37,326","$12,510 / year",MPV
HONDA CIVIC 1.6A VTI,"$60,800   ",06-Jan-2016,4yrs 7mths 17days,2015,"56,000 km",1,Auto,"1,598 cc",,"$59,200","$21,683","$43,093","$10,700 / year",Mid-Sized Sedan
BMW 3 SERIES 318I SHADOW EDITION,"$112,800   ",21-Dec-2017,6yrs 7mths 1day,2017,"39,000 km",2,Auto,"1,499 cc",,"$47,002","$34,502","$57,460","$14,430 / year",Luxury Sedan
HONDA JAZZ 1.3A,"$74,800   ",07-Aug-2019,8yrs 2mths 18days,2019,"21,342 km",1,Auto,"1,318 cc",,"$26,667","$16,238","$26,604","$8,720 / year",Hatchback
AUDI A5 CABRIOLET 2.0A TFSI S-TRONIC DESIGN,"$178,800   ",12-Feb-2018,6yrs 8mths 23days,2017,"8,960 km",1,Auto,"1,984 cc",,"$42,322","$50,740","$76,011","$21,840 / year",Sports Car
MERCEDES-BENZ A-CLASS A180,"$54,800   ",13-Oct-2014,3yrs 4mths 23days,2014,"65,142 km",2,Auto,"1,595 cc",,"$63,190","$22,897","$30,638","$14,040 / year",Hatchback
MERCEDES-BENZ V-CLASS V250D AVANTGARDE LWB,"$145,800   ",16-Mar-2017,5yrs 9mths 24days,2016,"33,000 km",1,Auto,"2,143 cc",Diesel,"$50,621","$64,221","$95,183","$17,510 / year",MPV
JAGUAR F-PACE 2.0A PRESTIGE,"$145,500   ",09-Nov-2017,6yrs 5mths 20days,2017,"33,740 km",1,Auto,"1,997 cc",,"$57,414","$54,149","$89,287","$17,100 / year",SUV
MAZDA 5 2.0A SUNROOF,"$76,800   ",15-Jan-2018,6yrs 7mths 26days,2017,"34,180 km",1,Auto,"1,998 cc",,"$45,289","$16,922","$42,855","$10,260 / year",MPV
HONDA JAZZ 1.3A,"$67,800   ",27-Sep-2018,7yrs 4mths 7days,2018,"24,000 km",1,Auto,"1,318 cc",,"$31,997","$15,820","$27,920","$8,810 / year",Hatchback
INFINITI Q50 2.0T LUXE,"$116,800   ",26-Dec-2019,8yrs 7mths 6days,2019,"14,000 km",1,Auto,"1,991 cc",,"$36,000","$30,455","$56,967","$11,560 / year",Luxury Sedan
AUDI A8L MILD HYBRID 3.0A TFSI QUATTRO TIP,"$319,800   ",04-Mar-2020,8yrs 9mths 12days,2018,"7,900 km",1,Auto,"2,995 cc",Petrol-Electric,"$39,700","$80,418","$122,479","$29,730 / year",Luxury Sedan
NISSAN SYLPHY 1.5A (COE TILL 08/2025),"$29,999   ",01-Sep-2010,4yrs 3mths 12days,2010,"160,000 km",3,Auto,"1,498 cc",,"$16,095","$17,230","$6,901","$7,000 / year",Mid-Sized Sedan
